,Tempo,MFCC average,MFCC variance,Spectral centroid average,Spectral centroid variance,Spectral bandwidth average,Spectral bandwidth variance,Spectral roll-off average,Spectral roll-off variance,Spectral contrast average,Spectral contrast variance,Spectral flatness average,Spectral flatness variance,Zero crossing rate average,Zero crossing rate variance,Genre
blues31_5,0.1755897749179129,-0.43508228672032034,0.7201918920139426,-1.1817926069770326,-0.5593156325936218,-0.9530337870926027,-0.4598726444213092,-1.1735226020537606,-0.37145028897892085,3.4885820194511084,2.5663200985820502,-0.7399661009264125,-0.4351765786780313,-1.0030467517715673,-0.3674199932964684,blues
blues31_6,-0.19615173971735408,-0.5787016871561254,0.828926992507932,-1.5435473761944252,-1.2231357995738557,-1.4128398676277438,-1.2605420546631443,-1.6221113937945784,-1.319183468778489,3.1301112275426455,2.2169396608563368,-0.7719838757628783,-0.43785117030576975,-1.3099477611863772,-0.8402872076184837,blues
blues31_7,0.8972056562687253,-0.5258439155178026,0.2775451168718803,-1.151313828331324,-0.9240261035119043,-0.4050502643402719,-0.28319187923734285,-1.0875324937219524,-0.4631389767778184,2.533267155430151,1.924835858321478,-0.7572304212375912,-0.43778654242303977,-1.452484760171057,-0.964694974264394,blues
blues32_0,-0.8845619520048862,-0.5374546543135783,1.1138848910906014,-1.532319947228012,-0.802720051563783,-1.1153630323610704,-0.8020969887482092,-1.6583289024762025,-0.9350522039499469,2.09196774809958,1.3673498488024678,-0.7433198472475651,-0.43324152197852933,-1.4835717158660913,-0.5471996824230093,blues
blues32_1,0.1755897749179129,-0.5737295941582244,1.1560930417715671,-1.7234230829010837,-1.276422854870693,-1.263993452629023,-1.190495720891754,-1.762957260889783,-1.3366760317078075,1.890049458429251,1.0769231515401492,-0.767525154647982,-0.43787318379270895,-1.7537636605771916,-1.0374121032557913,blues
blues32_2,0.39080854654885744,-1.594246419423625,1.5002394718247953,-0.9765369352816647,-0.8360765797403577,-0.28017323951600315,-0.419122219910075,-0.8763695922273383,-0.5253282348086519,2.315986958000105,1.5583117739170855,-0.7249541969101929,-0.430550066749949,-1.3985786561466886,-0.8983221590778533,blues
blues32_3,-1.6418131855211713,-0.7485268914675962,0.8138157812340067,-0.8706312839528876,0.3902035842658775,-0.49312762696669254,0.11626876365819311,-0.9691372460434274,0.09380805631241929,1.7788221064602203,1.4251086635339938,-0.687966808193926,-0.42400889256526947,-0.9808890280314885,0.7305727920174518,blues
blues32_4,-0.6422415572796749,-0.3244452531942532,1.041979225699934,-0.8985605725027751,0.3425039907602014,-0.5677751755118685,-0.43200295306167474,-1.0036603683539804,-0.13880628045953736,1.7846778096887117,1.216987646680004,-0.6774997085908088,-0.42360802494411065,-0.9577391674075273,0.9658364578232229,blues
blues32_5,-0.01913197084341754,-0.6464937294783095,1.2638042911137541,-1.5345760130275181,-1.1802903572600207,-0.9663860234382454,-0.9244615716927502,-1.56090168613967,-1.1887458656451,1.6009067913380295,0.8845931755701173,-0.7614159842461704,-0.43777921977158457,-1.6760462713396043,-0.9966548722239809,blues
blues32_6,-0.01913197084341754,-0.9919057954565995,1.1314934608406142,-1.2878282433257442,-0.9930861447262902,-0.7726185979873402,-0.7482922852152287,-1.1567905366394433,-0.8319216523818839,1.4619071196576021,0.7629568625411969,-0.7386468098224375,-0.436819668522971,-1.53582425841732,-0.9127272654098493,blues
blues32_7,-0.8845619520048862,-1.4725410803923937,1.747816172677192,-1.1725607671563016,-0.7450177058270807,-0.6415680723571603,-0.3938935300603673,-0.9488046095905848,-0.2409667407385711,0.8951287837595554,0.2944270571188291,-0.6481616874712663,-0.4198214440330285,-1.4531461847603144,-0.8875751206387092,blues
blues33_0,-0.3577784852109487,-0.27833878182596233,0.4656374192269116,-0.7589021931226873,-0.12445408718324652,-0.14254063685338866,-0.01280096367931118,-0.6556757673954514,0.020039815837985808,2.432106750711493,1.860154865636846,-0.7126440340229764,-0.4330476573083458,-1.0605906910368432,-0.2598753456090281,blues
blues33_1,0.8972056562687253,-0.2718354161494782,0.8134757192100504,-1.3919936927429422,-0.718571127810133,-0.783883552989994,-0.37175706559023886,-1.432763716827491,-0.5349171754376224,1.946057508723398,1.306950924783337,-0.7482342691051341,-0.43619108984168575,-1.524580040399967,-0.8172320929810636,blues
blues33_2,0.8972056562687253,-0.16078290826327182,0.3383107996669725,-1.121629901567192,-0.9043757202246414,-0.4082514066556085,-0.41290697881632205,-1.1089241216567123,-0.550440601375269,2.9481442845741532,2.2210653042959994,-0.7506913045449627,-0.43724044466155243,-1.2633173276438254,-0.9004246455298103,blues
blues33_3,-0.5059363352467436,-0.32191985431119724,0.5672254301659774,-1.232123976916013,-1.0341393791869524,-0.371267711940573,-0.3845348770397098,-1.1462006218202545,-0.7438816124963119,2.2746089238902747,1.7773261362119563,-0.7571534540048288,-0.4378014035905187,-1.4835717158660917,-0.9803309096248471,blues
blues33_4,-0.6422415572796749,-0.305735774471902,0.20840530563373158,-0.83385634475239,-0.47065738154260395,-0.09895587436845557,0.09724478825452099,-0.5059343718521291,0.16945288603152092,2.386887304626291,1.975461379862846,-0.7337900799907432,-0.43703698560632354,-1.1419459155153386,-0.7250495851532769,blues
blues33_5,-0.8845619520048862,-0.7388593359624124,0.48276966822144046,-0.7751766567757367,-0.14545017406049812,-0.1490291591466092,0.0790970417682283,-0.6116217217476303,0.21573988682480166,2.404092686354031,1.8618427332391247,-0.7180087412763497,-0.43425330419145763,-1.025204475511645,-0.27736380248844067,blues
blues33_6,-1.3578439729525642,-0.829181229862944,0.7527830886347492,-1.2199512500310383,-0.838543284413668,-0.5147355624594863,-0.521631552935193,-1.2315553352629123,-0.6569319880547457,2.0802990003062485,1.4658815629623199,-0.7443429683255753,-0.4349044123635379,-1.4207363798867667,-0.765946351550216,blues
blues33_7,-1.435290121834912,-0.26265749025601215,0.7494048784299696,-1.576466752741172,-1.1768949021963022,-0.838769209146003,-0.7355981027466626,-1.6820503116711836,-1.0691766188601468,1.7442326449296424,1.1641903502993312,-0.7627470260665197,-0.4376845769085062,-1.6409907681090337,-1.017920051890806,blues
blues34_0,0.6299405150276839,-0.764545694468499,0.7727943632955627,-0.9055543827843217,-0.6372500776227671,-0.22656517191169692,-0.2624853210718616,-0.7850845264859322,-0.4405110077504097,2.1889133870371755,1.456668971140542,-0.7157367957887115,-0.43372408047337846,-1.2629866153491978,-0.7839160102172691,blues
blues34_1,0.1755897749179129,-0.7565886666602024,0.8900366184264585,-1.1649847034618752,-0.8975645787558195,-0.522058846506097,-0.5088754622498638,-1.1322219342589273,-0.6188520372278647,2.1194735512822,1.6780869738147266,-0.7422533226451931,-0.4356820839535051,-1.3899801364863598,-0.8466376545882244,blues
blues34_2,1.928085486769887,-0.476236320069517,0.6574165570637845,-1.1736919357370514,-0.9441296300489451,-0.4551845624816929,-0.4805344715769476,-1.1673804514586321,-0.6232151929223521,1.9260230166260002,1.4470980968320823,-0.7328811360525941,-0.434833904969767,-1.3526096471933928,-0.9019154351545888,blues
blues34_3,-0.19615173971735408,-0.3297853501893275,0.299920596874092,-1.1783432553922273,-1.074129738861481,-0.5173713738163342,-0.6143735419611133,-1.2169412528124324,-0.96754332689743,2.276596811067533,1.7202786901417355,-0.7522822213199098,-0.43775042454407964,-1.342357566059925,-0.9682083265796045,blues
blues34_4,-0.01913197084341754,-0.29726512649628756,0.05296924715215309,-0.7357505767032364,-0.6713980457111882,0.04140762525200062,0.01529617530206401,-0.403423996402386,0.12294691558643514,2.579927245729298,2.4076331144692737,-0.7256300515705102,-0.4363299408945046,-1.1670800499070688,-0.8441604411840341,blues
blues34_5,1.928085486769887,-0.6223796686352803,0.46015809602003027,-0.6790335899223798,-0.5496294657448069,-0.18133521448425466,-0.1361662217778019,-0.44324207612253463,-0.11777973758513613,2.3339922834596587,1.7208217729428483,-0.6878592728930008,-0.4314658554703923,-0.9124315830434881,-0.608153420846044,blues
blues34_6,-0.01913197084341754,-0.4903637113593152,0.24246216846925076,-0.889630945829701,-0.9629157639841324,-0.21908014586498958,-0.45025767543141765,-0.7317113557972228,-0.6745414340538248,2.7658190573365435,1.9701804797038673,-0.7412329869175736,-0.43757243736738893,-1.2024662654322693,-0.9310476097543008,blues
blues34_7,0.6299405150276839,-0.5266583270541976,0.22659585389517242,-1.0431480416834866,-0.9622842642971576,-0.3120561189019137,-0.521136681026437,-1.0244166013995895,-0.7968629305211092,2.7606753344721775,2.2271555287387144,-0.7476296734876152,-0.4374732418067148,-1.3225148283822419,-0.9016374269046036,blues
blues35_0,-0.01913197084341754,-0.2849003340298648,-0.19478146679400354,-0.6262306915378666,-0.49580262096742655,-0.03732633207184568,0.21951694874876188,-0.2545297940445986,0.3149670033524256,2.4841999431576434,1.850337723282908,-0.7209041414173751,-0.4366335794258839,-1.1525287089434357,-0.7688977678893071,blues
blues35_1,0.1755897749179129,-0.20431770587741754,0.010487115771506883,-1.2584177714142528,-1.1372191839867887,-0.9319878380036821,-1.0361186041838775,-1.4317047253455721,-1.2252391839197583,2.706069195078134,1.9594152301219505,-0.7491991920979219,-0.43726004879561714,-1.2193325924582992,-0.9256420687310432,blues
blues35_2,0.8972056562687253,0.06499278516755948,0.1179146789456107,-1.3596224299915483,-1.1410740218827855,-1.0247450905207136,-1.0026975796073982,-1.36858883302321,-1.1836717060798037,1.800369266289399,1.2486802051246901,-0.7519193161206557,-0.43754542575914923,-1.4108150110479252,-0.9636988975187567,blues
blues35_3,0.39080854654885744,0.1428336767183841,-0.011238110202025264,-0.9354874556362489,-0.901699834902146,-0.24475399070111312,-0.3096406107425801,-0.6741022191808403,-0.40872839051543136,2.1174216680605698,1.5101446400745702,-0.731879303771121,-0.43727140294776146,-1.327475512801663,-0.9519350121864287,blues
blues35_4,0.39080854654885744,0.18257086769954348,-0.17409316321498333,-0.6426152623526948,-0.5687916032467022,0.01253200555519829,-0.12227697349236516,-0.43604093404548583,-0.264217160853486,2.032530719332452,1.517692618937801,-0.6923320605212603,-0.43334495367845505,-1.0751420320004772,-0.6721335125703356,blues
blues35_5,-1.0934588440093786,0.12014857281009039,-0.07962507470469037,-0.7417996311317588,-0.48688737301631446,-0.04055066181435097,0.0010662865498263115,-0.5595193408372227,-0.060678546982216225,2.120264080400507,1.8175681136482342,-0.6972206608907803,-0.43198534715712833,-1.1098668229364208,-0.6717111052008178,blues
blues35_6,0.1755897749179129,-0.3433118133407967,0.035986388720073356,-1.1673056555562447,-1.0145903446736275,-0.6532879909534992,-0.6498067532571246,-1.2353677045978209,-0.8782094601413347,1.9778178957751653,1.575335834420705,-0.7436017109083523,-0.43747044339969665,-1.2352067826004425,-0.8989086489829919,blues
blues35_7,-0.9927406996500697,-0.18103238684913253,0.14362738187895885,-1.2269462674980554,-1.0527188332610065,-0.5731327376594352,-0.5734601895806674,-1.1271387751457154,-0.7758784249478134,1.7482055677415789,1.3991091928710662,-0.7432347820881398,-0.4372971624126948,-1.4293348995470954,-0.9757194675493929,blues
blues36_0,0.6299405150276839,-0.24621834160200054,0.018924851920218224,-1.3731425177469878,-1.1507899896636242,-0.7679181159655447,-0.8461710641823144,-1.5268021604218829,-1.231335585409656,2.258938429718011,1.639871131483107,-0.7601889132064906,-0.43774364083382084,-1.5404542305421134,-1.0068380552652088,blues
blues36_1,-1.1874624454114002,-0.6080179453603023,0.03111136212361576,-1.1882652392537894,-0.9012181459638617,-0.666425049782577,-0.38457872938547205,-1.1118892978060841,-0.6502684301191016,2.1907806257211377,1.7796529886342742,-0.7499844366120725,-0.4374338204125897,-1.4276813380739555,-0.9660114851209866,blues
blues36_2,0.8972056562687253,-0.5579803798763072,0.29222872358063434,-1.488900160472219,-1.081688962601729,-0.9518249465448388,-0.70831867738182,-1.5132470694533224,-0.9111614770744275,2.042918729538718,1.371064276940742,-0.7616585374513869,-0.4375922259443433,-1.5778247198350799,-0.9857348810794937,blues
blues36_3,0.6299405150276839,-0.39462236005589524,0.5096357388969578,-1.7249358788200293,-1.2573594125985765,-1.2459396423205387,-1.1011195418707962,-1.8690682073780498,-1.3133364801859755,2.008432139718458,1.31282941664609,-0.7687703697765537,-0.43783713666355406,-1.695558296722658,-1.019406080928114,blues
blues36_4,0.8972056562687253,-0.7660082140276493,0.2598109493544583,-1.3235688107449435,-1.0198814893013963,-0.8396038482856493,-0.7927733980506989,-1.4278923560106638,-0.933297703325468,2.645319802441709,1.7987299123702556,-0.7564905390863834,-0.436985790885622,-1.416106407761974,-0.92864177335733,blues
blues36_5,-0.5059363352467436,-0.5033412747552723,0.15525411173448314,-1.3693807881796893,-1.047755373024933,-0.8145886589571905,-0.5908248759937315,-1.4342463049021779,-0.9589705140839548,2.9248805780458027,2.289893090974893,-0.7616238224217917,-0.43753731779713806,-1.482910291276836,-0.9403199778554235,blues
blues36_6,-0.9927406996500697,-0.46115154267196357,0.3119443445291828,-1.3454248973579825,-1.142280015686762,-0.8631362758185452,-0.8994928129577994,-1.4384822708298517,-1.1637619850020393,2.9030148018057784,2.2670100723409328,-0.7637961899262342,-0.4377769488675928,-1.3311133480425712,-0.9453681243688834,blues
blues36_7,1.1978789401648977,-0.7171065586723304,0.0699693320567715,-1.2021641619355299,-1.065727808305114,-0.5085091014340137,-0.5691907195791313,-1.2597245086819524,-1.0164432984487939,2.4256155517690168,1.7919139863102524,-0.7592038432275319,-0.4378612350884176,-1.4399176929751922,-0.970880106658715,blues
blues37_0,-1.5081806149006505,-1.543968059065803,1.6870394212119617,-1.1556665766818655,-0.8222363075049994,-0.9400997865663503,-0.8339343413878362,-1.1620854940490375,-0.7198959470818503,2.6783887399130357,1.8594998421980131,-0.7364413767658411,-0.4361111649971083,-1.1230953147215397,-0.749258397323369,blues
blues37_1,-1.435290121834912,-1.1201851388495074,1.3772767791328577,-1.025215188709669,-0.39588008981398176,-0.9102435364092326,-0.27462374045155863,-0.9894698824962664,-0.14288379459976092,2.5839109365476416,2.498829190082219,-0.7485825054157952,-0.437640470144468,-0.8247928249670647,-0.37886561440271405,blues
blues37_2,-0.01913197084341754,-1.0678227026905294,1.8277894030405675,-1.5040641538263095,-1.1727805245200582,-1.0863500185664068,-1.0457677816362845,-1.5386628650193739,-1.1744276757146688,2.6328126000351366,1.6673389004452754,-0.7646467827766424,-0.43773934678644744,-1.5090365625524513,-0.9768771146462404,blues
blues37_3,-1.2754012983358718,-0.9666755956722092,1.7074775587598143,-1.563340316543226,-0.8783642589103534,-1.363243874632682,-0.7324139232314584,-1.5537005440626213,-0.7906396149732766,2.334454165328838,2.076198720897239,-0.7583444661669863,-0.43714549889335425,-1.4180906815297425,-0.7901694820582791,blues
blues37_4,-0.01913197084341754,-1.209080142973792,1.9685008764087215,-1.4334526817156346,-0.932284699768438,-1.330044343593505,-1.0026285211206412,-1.4458952112032837,-0.8445076936884557,2.4113551346361097,1.853072515832658,-0.7633314339288737,-0.43778448957421207,-1.1703871728533497,-0.7179523473376672,blues
blues37_5,-0.3577784852109487,-1.1627640378113637,1.6609080359298334,-1.439075279195163,-1.074319705810276,-1.2026632679744396,-0.9941446007268445,-1.5589955014722157,-1.0464748619183741,3.0574528497098297,2.5758797278486596,-0.7652371295393391,-0.43756052048150207,-1.1971748687182189,-0.8041798192236586,blues
blues37_6,-0.19615173971735408,-1.2593155553114599,1.0116669791513984,-1.1775450430608594,-0.9830863905090802,-0.8917102522632653,-0.9280860700002017,-1.268196440537304,-1.0016121302966123,2.677035904816996,2.032464402297294,-0.7466397059919794,-0.4368392024976528,-1.1555051195950887,-0.8076351084331729,blues
blues37_7,0.1755897749179129,-1.0689726859460076,1.306903063866,-1.3356889723870615,-1.0981323986452352,-1.0098611773818456,-1.0151176968869913,-1.3838383103628409,-1.0827629271789814,2.6440811635991497,1.7219516208202241,-0.7558739569512011,-0.4372110849442879,-1.3360740324619924,-0.8989498187517566,blues
blues38_0,1.538641995247226,-0.503032493186502,0.11422405883558326,-1.1528741112981695,-1.037392661947482,-0.4013980683880856,-0.44195733917208857,-1.0911330647604753,-0.8365591404190418,2.005887589272197,1.539483562764056,-0.7506769319652395,-0.43759627496036396,-1.4700125117863434,-0.9877120451507773,blues
blues38_1,-1.0934588440093786,-0.8907236256879184,0.5751725209098978,-0.9062279797118243,-0.19789565137692633,-0.3422097081968305,-0.12699363167576352,-0.8187604556109516,-0.18747139694820497,2.1796506854039164,1.6943975226132773,-0.6945998612598476,-0.4209506486412929,-1.0678663615186599,0.46981322762694744,blues
blues38_2,-1.8689885555760568,-0.5385988002374441,0.30283572798579733,-1.005546660464628,-0.9552885300670085,-0.3995951222042229,-0.5685006624448822,-0.8299857653192919,-0.6876481163239447,2.1261254944703123,1.5334090979147013,-0.7300805322238131,-0.43635249758864025,-1.3416961414706685,-0.9376006131710936,blues
blues38_3,-1.576905936934061,-0.5211838700299648,-0.060729164661234944,-0.7805424846855163,-0.41988606615712687,-0.17431829057485948,-0.13103678704209662,-0.7632693019584047,-0.18987796280645283,2.213661267092947,1.8826060023320292,-0.6900065450690794,-0.427766143892418,-1.0096609976641284,-0.3730722239510508,blues
blues38_4,1.538641995247226,-0.49630382187716165,0.31921938550727086,-1.2028446999517537,-0.7287582994986218,-0.5630992808277219,-0.33086991365723006,-1.177546769685053,-0.6023017671839311,1.471323976375897,1.2351111497911111,-0.7300876667371293,-0.4320664714131274,-1.411476435637181,-0.7022092175574133,blues
blues38_5,-1.0934588440093786,-0.6991751190691166,0.6330650732025286,-1.3971298343930376,-1.1087900918129776,-0.7593339149922196,-0.7111012389730877,-1.426833364528745,-1.0361042839583603,1.7075333190900348,1.2015173374859778,-0.7545476110672629,-0.43761654302234854,-1.6409907681090334,-1.0257559911912628,blues
blues38_6,-1.1874624454114002,-0.26628363828248675,0.2815626558705636,-1.0619060569820475,-0.9333294905178978,-0.3656772309178607,-0.48875662741875636,-0.7742828133703615,-0.4210784472816136,2.2379198479522255,1.6967908705452999,-0.7402128962026032,-0.436566057462368,-1.359554605380582,-0.929729464129185,blues
blues38_7,-1.8165634701787756,0.13529490828786878,-0.11842941087660788,-0.5752120244090103,-0.3585517964287457,0.17210170436351693,0.10753155961155025,-0.2774040100540444,0.07009331872321677,2.0273483127954885,1.777865357826802,-0.69295888333837,-0.4312080842347014,-1.082086990187667,-0.6209755212229793,blues
blues39_0,1.538641995247226,-1.4246778934416713,1.3701552940188975,-1.651546774740824,-1.1814363464126583,-1.3861960131119988,-1.0941699693769504,-1.6956054026397442,-1.1702739064331866,1.7974124289129314,1.0307734431248667,-0.7615669289454915,-0.43770852887115264,-1.6178409074850717,-1.016000520764824,blues
blues39_1,-0.3577784852109487,-1.516291300164348,1.7029314692874045,-1.7219320542697676,-1.1826329532706916,-1.6536140979636538,-1.1511091850285258,-1.8383574544024046,-1.2493928860857753,2.2472367660302304,1.3720615225554194,-0.7570485266241498,-0.43549587100472625,-1.5001073305974946,-0.9848341914074152,blues
blues39_2,-0.19615173971735408,-1.0840488782355893,1.9412320860192838,-1.8799103229321228,-1.3059820424773205,-1.6448797725115663,-1.3571508243615538,-1.9643774407507444,-1.3832465249408457,1.864199858850526,1.1530693061109865,-0.7686851407068575,-0.4376925697076256,-1.7203617188197595,-1.0301313149662306,blues
blues39_3,-0.3577784852109487,-0.9571249216570749,1.1414510331754812,-1.3005153273356052,-0.8717660499618894,-0.7729438302084047,-0.5891914646225751,-1.281539733209482,-0.778310544139087,1.8929519946770388,1.5159163034394136,-0.7501956348147979,-0.43701208643360645,-1.4352877208504,-0.8002645080600816,blues
blues39_4,-0.01913197084341754,-0.8612248933277024,1.8893624655898316,-1.6444821188263061,-0.8646919101326128,-1.3953489621383792,-0.7998510808851923,-1.61999341083074,-0.6737523694721338,1.4684573442307849,0.657806772490827,-0.7236735517728251,-0.4268836338476816,-1.630407974680936,-0.8484362959336417,blues
blues39_5,0.39080854654885744,-0.5217298576247665,0.8493279157313335,-1.0266869544276516,-0.5327998279686523,-0.5048550686750398,-0.33454573381846214,-1.0400896753319888,-0.43535669912276725,1.4422167820131695,1.2057332440441662,-0.6930345494732079,-0.418355670806656,-1.1941984580665677,-0.4767734920789455,blues
blues39_6,-1.0934588440093786,-0.8455806082220019,1.339040811331031,-1.3919562571053878,-0.6761202006143976,-1.102730981081623,-0.8016172872781004,-1.4751233761042446,-0.752665955475851,1.10831688716257,0.520278981076189,-0.7171074986428165,-0.43201755173477197,-1.3307826357479435,-0.4881325648740804,blues
blues39_7,1.538641995247226,-1.0070271138517053,0.2849560602127314,-0.7858970987714867,-0.4906930409615212,-0.27028709983759375,-0.419155129766578,-0.8659914757045332,-0.5832680881687172,2.5299495598631485,1.8521897421312628,-0.7156061053396826,-0.4312675064264411,-0.9709676591926486,-0.3158635120143517,blues
blues40_0,1.538641995247226,0.5220288869544187,-0.5457881572129653,0.3332568322844522,0.0072675871569641195,0.3223139717745718,0.08224329162911534,0.49523617515393525,0.09723352102825966,0.910921114253394,1.094062160680664,-0.509465245903531,-0.42080683977812156,0.13328069257033362,-0.22152819513064917,blues
blues40_1,1.538641995247226,0.2919417167910484,-0.39498653454912314,0.15269030138250717,-0.1667445734861276,0.28491059395059987,0.09783000162922172,0.39526737926079764,0.024555392182629743,0.714152582784493,0.9099493978657786,-0.534655906109276,-0.42317636286571636,-0.10913141939200968,-0.432821572108687,blues
blues40_2,-0.19615173971735408,0.3104498297107782,-0.4382428177442234,0.001983770506850709,-0.3333755156782895,0.2093454901967301,-0.010252712402582857,0.30652389307599975,-0.10265850633645207,0.721090039168307,0.8554112265782611,-0.5748712057766991,-0.431213086554216,-0.34360643628328175,-0.5734449824342303,blues
blues40_3,-0.19615173971735408,0.5015079634957883,-0.5345454220474213,0.19410964570543593,-0.23911039463014397,0.024904102535751996,-0.1838951970102381,0.22879391830315549,-0.21563814119400943,1.236499764810631,1.2501998140319557,-0.5599081360847523,-0.43002647711199876,0.3204638513297972,-0.22429677083995228,blues
blues40_4,1.538641995247226,0.4616961823811213,-0.46097601380846276,0.10233751358743266,-0.10653926125937598,0.2124675444831222,-0.01711704547268977,0.3448593847214605,-0.02832033933648593,0.6838607154323628,0.9924123903637846,-0.5501861667158817,-0.4236462174454344,-0.20536869712876665,-0.2227630498561054,blues
blues40_5,1.538641995247226,0.3892432831744066,-0.320844017257569,-0.2319544687487084,-0.3585612937025014,0.21183530019824426,0.03700662444565757,0.20994386992500208,-0.06629264486290426,0.3284680136186786,0.5601212641068071,-0.6019954777428094,-0.42851581511719083,-0.8036272381108678,-0.7184202342298832,blues
blues40_6,1.538641995247226,0.32901667311246446,-0.27912114388073445,-0.12198277215332061,-0.3576950747028485,0.20226332796583762,0.023651878409601926,0.25696309172219806,-0.08483240476760272,0.3804498730484473,0.5952474806616358,-0.5892061937059381,-0.42632218967406627,-0.5932942187274429,-0.594056014167819,blues
blues40_7,-0.19615173971735408,0.557691857983015,-0.4737051081098311,0.08722774060627968,-0.3003914703461662,0.26083896361561,-0.03641155928529986,0.3876426405909799,-0.11101452528237857,0.7846698565922532,0.980729775877739,-0.5686634170440475,-0.4287062337297673,-0.19577804058455361,-0.4526347310520107,blues
blues41_0,-0.01913197084341754,0.6017724549660652,-0.42692263912002143,0.1779864917682641,-0.04620960425215247,0.44510831362198094,0.4583416769055038,0.5198047775344516,0.3677311572950405,0.9424392366216109,1.0923922002876376,-0.5463345914039515,-0.4281881673933297,-0.23711707741305815,-0.4798603856849903,blues
blues41_1,0.1755897749179129,0.6716269612558523,-0.5447564670799567,0.6593913250479139,0.4399824030412666,0.7189780014240766,0.5024867643403015,0.8775321001266333,0.50889760717302,0.981758000996166,1.2389891133214348,-0.353871390375218,-0.401110176609212,0.25167569404716844,-0.045830310112244026,blues
blues41_2,-0.01913197084341754,0.6492907213922264,-0.5003144334715838,0.6503428009833164,0.2100270359039375,0.8329356700316493,0.674109217537407,0.9961391461015411,0.5978720272763691,0.815106025989114,1.0039796406853225,-0.3425533691707519,-0.40804200911228744,0.13030428191868332,-0.2508699488837787,blues
blues41_3,0.1755897749179129,0.6135006166506898,-0.5229851665712696,0.49132975883044294,0.4133960118117181,0.5826620289179446,0.4740358235294862,0.7424047870337904,0.5112785179682701,1.0296167673698657,1.3528805207191978,-0.39240694760363476,-0.3918426869512082,0.20074600067445178,0.12511906571956002,blues
blues41_4,0.1755897749179129,0.6682882637273376,-0.35966529540540954,0.3395218214275422,0.13709715545141168,0.586094602014471,0.4490655685588376,0.689031616345081,0.4028459285240284,0.7883394723409827,0.991485201560194,-0.4648583682866468,-0.41223050808924694,-0.13492697837299789,-0.19409053105729202,blues
blues41_5,-0.01913197084341754,0.48793877537049357,-0.5445855142019815,0.06241007146372188,-0.36004981684843185,0.4310780861094919,0.11442702384268562,0.4759625301830147,-0.024141226643163413,0.8509098667573866,1.0153882435636985,-0.506527268303174,-0.4263236288371462,-0.2344713790560336,-0.5340767134745361,blues
blues41_6,0.1755897749179129,0.3970100297928158,-0.5336877517939768,0.03426580463736015,-0.33010022256107524,0.18214654870689553,0.014895700084077217,0.2658586201703154,-0.07111775679642462,0.8186267673628355,0.8474961407562928,-0.515564472753121,-0.42542996047575465,-0.1673367832465436,-0.5359511956357759,blues
blues41_7,0.1755897749179129,0.5232544278258432,-0.5247317110296903,0.2693851534136315,-0.043356641130553535,0.3408617047486762,0.052929224650905944,0.43783883683393315,0.012095169412116882,1.214277617149699,1.32570886247911,-0.49327648058833184,-0.4163377926302955,0.20173813755833603,-0.1581687218873358,blues
blues42_0,-1.0934588440093786,0.6045179289675743,-0.29145868433188316,0.25018300435702673,0.008994499280567097,0.18944149052066347,-0.012717141543202056,0.4143292259353366,0.06369028548540216,1.54489021942788,1.5431547220406836,-0.5805657459809578,-0.42751652406576834,-0.012894141655253936,-0.19802858267794762,blues
blues42_1,-0.8845619520048862,0.6056991024299525,0.10701013358547629,0.14235853193006856,-0.2641068701380705,0.4526040495724544,0.2558190131652488,0.5352660531704652,0.08176776952647649,1.4581814545109661,1.165252870382427,-0.609016697225339,-0.42759631249821556,-0.2506762814928054,-0.4160791817200245,blues
blues42_2,1.928085486769887,0.8456688524712257,-0.15797915956122094,0.2925265055331169,-0.06987002937038686,0.16612484902737837,-0.03821158467259372,0.37620553258625683,-0.025237003669387047,2.4022307279203727,1.9779458639746614,-0.6238215557678871,-0.42988564713882177,0.19016320724635727,-0.2239475287045055,blues
blues42_3,-0.9927406996500697,0.5793169632151971,0.20651178340201998,0.10322683436052017,-0.3066949393330557,0.3281509592164512,0.16810399352459035,0.43063769475688607,0.005887504746335765,1.8152751130786904,1.4774769779661447,-0.6491103601508902,-0.43131158836854006,-0.1593996881754712,-0.34863431837342057,blues
blues42_4,1.538641995247226,0.5850722639108356,-0.29565327073185205,0.2939303786291882,-0.17451562451140698,0.18132672420441331,-0.10040721476207864,0.41094045319319666,-0.10011381467699397,1.6474129261219972,1.6453292853319914,-0.5821760856017173,-0.4327109019451692,0.375031379943423,-0.19335806630182276,blues
blues42_5,1.538641995247226,0.6485942750167886,-0.33581984275661475,0.28244250270625765,-0.12347337467091822,0.3081171938523469,0.07457247506707476,0.5212873656091375,0.06058389464358428,1.3141712444985991,1.2670007259545608,-0.5426053949350255,-0.4243693464228594,0.09359521721496906,-0.3803789335787596,blues
blues42_6,-1.0934588440093786,0.32452768661699416,-0.23457233274061143,0.08895720004096877,-0.20289100601610582,0.3134745127267149,0.08625180623348136,0.4435573908362927,0.05098834747743234,1.3046217091890524,1.0009768459774904,-0.5958781548249694,-0.4294254767323408,-0.3085509330527106,-0.41590531383055224,blues
blues42_7,-2.0116335553779616,0.6608990747904862,0.29299314229751783,-0.4618327258792068,-0.5589585111774651,0.16557867960214784,-0.06096520469127443,-0.11304853206024203,-0.28805085845366096,2.080319542191872,1.7290814105398966,-0.6581214442648232,-0.42911157791665755,-0.9712983714872792,-0.7557094441791374,blues
